City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
410,Ginda,IN,30.6945,78.4932,46.18,40,0,6.26
411,Kuznechnoye,RU,61.12,29.8686,15.01,95,93,6.24
412,Filadelfia,US,39.9523,-75.1638,35.6,87,40,8.05
413,Espanola,US,35.9911,-106.0806,57.2,14,1,5.75
414,Cabedelo,BR,-6.9811,-34.8339,80.6,83,20,9.22
415,Santa Barbara,US,34.7333,-120.0343,68.0,48,1,9.22
416,Marzuq,YE,14.4,46.4667,58.12,50,0,4.25
417,Parabel,RU,58.6978,81.4825,7.63,93,100,12.46
418,Teruel,ES,40.6667,-0.6667,48.2,75,0,8.05
419,Arona,ES,28.0996,-16.681,63.0,77,75,4.61
420,Alencon,FR,48.4333,0.0833,35.6,75,90,5.75
421,Yenangyaung,MM,20.4667,94.8833,61.57,52,0,5.93
422,Santa Cruz,BO,-17.8,-63.1667,86.0,62,40,3.44
423,Grindavik,IS,63.8424,-22.4338,33.8,69,0,13.8
424,Kachiry,KZ,53.0675,76.1036,17.13,95,50,12.26
425,Nagram,IN,26.6167,81.1333,50.0,93,0,3.49
426,Camacupa,AO,-12.0167,17.4833,63.77,94,100,1.72
427,Santa Maria,BR,-29.6842,-53.8069,77.0,69,20,3.44
428,Kudahuvadhoo,MV,2.6708,72.8944,81.3,71,29,15.84
429,Ubinskoye,RU,55.3068,79.6802,9.64,95,100,15.03
430,Khorramshahr,IR,30.4397,48.1664,55.4,94,0,2.3
431,Kopavogur,IS,64.1123,-21.913,35.6,51,0,11.5
432,Riedlingen,DE,48.1545,9.4756,36.0,96,100,7.54
433,Qasigiannguit,GL,68.8193,-51.1922,19.4,49,0,24.16
434,Nuuk,GL,64.1835,-51.7216,30.2,47,20,16.11
435,Oudtshoorn,ZA,-33.5907,22.2014,62.6,88,75,5.75
436,Verkhnyaya Inta,RU,65.9811,60.3094,-14.4,89,100,8.55
437,Dunfermline,GB,56.0716,-3.4589,35.01,69,0,14.97
438,Adrar,MR,20.5022,-10.0711,57.81,35,0,9.19
439,Gamboma,CG,-1.8764,15.8644,73.85,85,60,4.45
440,Kashi,CN,39.4547,75.9797,33.8,51,20,6.71
441,Zvishavane,ZW,-20.3267,30.0665,68.09,89,100,3.78
442,Chabahar,IR,25.2919,60.643,65.03,61,0,4.9
443,Livingston,GB,55.9029,-3.5226,33.8,69,0,14.97
444,Wajir,KE,1.7471,40.0573,76.15,72,60,18.7
445,Yanam,IN,16.7333,82.2167,68.05,87,64,2.64
446,San Carlos Del Zulia,VE,9.0,-71.9135,80.02,73,39,3.62
447,Mikhaylovka,RU,50.06,43.2379,7.0,78,0,5.99
448,Issa,RU,53.8705,44.8578,-0.67,92,100,13.15
449,Ozinki,RU,51.1786,49.6769,-7.69,89,1,13.82
450,Plettenberg Bay,ZA,-34.0527,23.3716,63.75,79,81,7.45
451,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,79,1,11.5
452,Kaniama,CD,-7.5667,24.1833,66.69,95,98,2.46
453,Honningsvag,NO,70.9821,25.9704,25.77,92,100,23.82
454,Quilmana,PE,-12.95,-76.3833,72.01,75,86,3.83
455,Alexandria,EG,31.2156,29.9553,57.2,88,0,4.61
456,Rosetta,EG,31.4044,30.4164,57.2,88,0,4.61
457,Pipri,IN,19.8,75.5333,60.6,30,65,6.82
458,Novovelichkovskaya,RU,45.2778,38.8436,27.0,100,100,10.2
459,Bjornevatn,NO,69.6672,29.9847,23.0,80,75,23.02
460,Corbu,RO,44.3833,28.65,46.4,100,90,9.22
461,Porto Novo,BJ,6.4965,2.6036,84.2,89,40,13.8
462,Alamor,EC,-4.0181,-80.0197,84.2,65,75,2.3
463,Segou,ML,13.4317,-6.2157,74.57,20,94,14.36
464,Vila Do Maio,CV,15.1333,-23.2167,68.0,68,40,21.85
465,Sambava,MG,-14.2667,50.1667,75.56,91,91,5.44
466,Bhuban,IN,20.8833,85.8333,58.21,65,1,2.86
467,Menongue,AO,-14.6585,17.691,64.63,90,99,4.76
468,Guaratinga,BR,-16.5667,-39.5667,78.8,83,40,8.05
469,Kimberley,ZA,-28.7323,24.7623,73.4,60,0,9.22
470,Paragominas,BR,-2.9667,-47.4833,75.29,89,86,4.03
471,Catamarca,AR,-28.4696,-65.7852,73.99,76,13,1.99
472,Oussouye,SN,12.485,-16.5469,71.6,83,0,4.61
473,Makinsk,KZ,52.6292,70.4169,10.47,96,100,4.29
474,Dakar,SN,14.6937,-17.4441,66.2,72,0,10.36
475,Hlinsko,CZ,49.7621,15.9076,21.0,85,100,14.0
476,Myitkyina,MM,25.3833,97.4,54.72,59,53,2.37
477,Kenosha,US,42.5667,-88.0501,1.4,55,90,9.22
478,Saint-Pierre,RE,-21.3393,55.4781,80.6,61,90,8.05
479,Aksu,CN,41.1231,80.2644,25.93,89,78,0.38
480,Kathmandu,NP,27.7167,85.3167,39.2,93,20,2.3
481,Bhuj,IN,23.2667,69.6667,61.52,36,0,5.44
482,Novoagansk,RU,61.9449,76.6625,7.39,95,100,8.81
483,Mabaruma,GY,8.2,-59.7833,73.11,97,100,4.61
484,Bosaso,SO,11.2842,49.1816,73.56,80,14,1.95
485,Lowestoft,GB,52.4752,1.7516,30.99,94,100,10.0
486,Beyneu,KZ,45.3167,55.2,24.31,87,81,15.43
487,Hofn,IS,64.2539,-15.2082,37.08,83,100,16.42
488,Keetmanshoop,NA,-26.5833,18.1333,75.34,38,0,10.98
489,Holzkirchen,DE,47.8766,11.7018,33.01,1,100,10.83
490,Nandaime,NI,11.757,-86.0529,89.6,58,0,6.91
491,Joshimath,IN,30.5667,79.5667,48.18,29,0,8.99
492,Mont-De-Marsan,FR,44.0,-0.6667,45.0,93,100,2.3
493,Shablykino,RU,52.8566,35.1964,-4.13,92,41,6.33
494,Grand Gaube,MU,-20.0064,57.6608,75.99,87,43,1.99
495,Beloha,MG,-25.1667,45.05,74.43,96,15,4.47
496,Kalengwa,ZM,-13.4659,25.0027,65.97,97,100,4.14
497,Angoche,MZ,-16.2325,39.9086,77.94,87,44,6.04
498,Laredo,US,27.5064,-99.5075,77.0,33,1,13.8
499,Chinsali,ZM,-10.5414,32.0816,64.6,98,100,5.35
500,Yenagoa,NG,4.9247,6.2642,79.63,87,98,4.72
501,Gonbad-E Qabus,IR,37.25,55.1672,54.0,61,100,3.89
502,Kathu,TH,7.9178,98.3332,75.2,94,20,13.02
503,Nantucket,US,41.2835,-70.0995,35.01,100,90,31.07
504,Saraland,US,30.8207,-88.0706,55.4,54,1,9.22
505,Vredendal,ZA,-31.6683,18.5012,58.14,76,0,5.7
506,Nortelandia,BR,-14.4547,-56.8028,75.6,69,28,1.48
507,Saint-Leu,RE,-21.15,55.2833,77.0,61,11,2.17
508,Lasa,IT,46.6166,10.7002,39.0,93,90,6.91
509,Lydenburg,ZA,-25.0978,30.4597,59.34,89,100,2.55
510,Ozimek,PL,50.6794,18.2137,18.0,10,100,8.01
511,Meulaboh,ID,4.1363,96.1285,76.32,85,63,3.87
512,Abapo,BO,-18.8333,-63.4667,73.15,69,99,3.24
513,Bondoukou,CI,8.0333,-2.8,81.82,43,44,4.7
514,Molochnoye,RU,59.2917,39.6787,-17.79,88,2,8.08
515,Canton,CN,23.1167,113.25,72.0,72,79,2.24
516,Talara,PE,-4.5772,-81.2719,75.67,77,0,11.61
517,Tara,RU,56.8944,74.371,4.87,93,100,12.59
518,Moshupa,BW,-24.7782,25.4155,69.8,100,0,4.61
519,Georgiyevka,KZ,43.0369,74.7114,41.0,75,100,4.47
520,Inirida,CO,3.8653,-67.9239,75.88,92,100,0.56
521,Newala,TZ,-10.9431,39.2787,67.44,100,92,2.57
522,Jamame,SO,0.0722,42.7506,75.2,81,0,10.47
523,Inhambane,MZ,-23.865,35.3833,78.8,85,99,7.29
524,La Asuncion,VE,11.0333,-63.8628,76.51,86,33,17.34
525,Vicosa,BR,-20.7539,-42.8819,64.51,96,100,5.64
526,Saint-Paul,RE,-21.0096,55.2707,75.2,88,75,3.44
527,Yuksekova,TR,37.5736,44.2872,30.2,93,4,6.91
528,Huambo,AO,-12.7761,15.7392,62.98,76,100,3.56
529,Manadhoo,MV,5.7667,73.3833,81.19,71,20,9.31
530,Syracuse,IT,37.0881,15.2792,57.2,82,75,23.02
531,Maldonado,UY,-34.6667,-54.9167,72.0,78,75,9.22
532,Bayir,TR,37.2687,28.2167,60.8,67,75,12.66
533,San Luis,AR,-33.295,-66.3356,79.38,32,23,5.32
534,Fredericton,CA,45.9454,-66.6656,24.8,58,90,3.44
535,Ivankiv,UA,50.9386,29.8943,10.4,85,90,8.95
536,Mamlyutka,KZ,54.9375,68.5394,2.53,93,93,13.69
537,Osorio,BR,-29.8867,-50.2697,65.37,82,1,2.04
538,Odweyne,SO,9.4092,45.064,63.32,57,37,8.41
539,Chanasma,IN,23.7167,72.1167,58.41,33,0,7.36
540,Elizabeth City,US,36.2946,-76.2511,39.99,81,40,8.05
541,Taunggyi,MM,20.7833,97.0333,48.33,100,0,1.28
542,Burlington,US,39.8835,-74.6413,35.6,93,90,5.75
543,Pathein,MM,16.7833,94.7333,69.69,63,80,6.17
544,Nova Soure,BR,-11.2333,-38.4833,77.18,74,70,10.71
545,Acari,PE,-15.4311,-74.6158,73.8,69,68,4.32
546,Clarence Town,AU,-32.5833,151.7833,75.0,64,75,19.57
547,Nalut,LY,30.3333,10.85,56.3,37,0,14.18
548,Burla,IN,21.5,83.8667,54.88,49,3,6.78
549,Dunajska Streda,SK,47.9927,17.6121,39.0,93,100,4.0
550,Bonavista,CA,48.6499,-53.1147,30.0,68,0,14.97
551,Rovaniemi,FI,66.5,25.7167,10.4,85,0,9.22
552,Goderich,CA,43.7501,-81.7165,12.2,67,100,14.97
553,Krasnoyarskiy,RU,51.965,59.8967,-9.53,89,65,15.52
554,Bonthe,SL,7.5264,-12.505,78.85,84,21,5.19
555,Lerwick,GB,60.1545,-1.1494,32.76,85,100,4.07
556,Pozo Colorado,PY,-23.4923,-58.7972,74.52,49,0,5.73
557,Xining,CN,36.6167,101.7667,20.91,55,31,1.63
558,Mao,ES,39.8885,4.2658,48.2,76,0,8.05
559,Nieuw Amsterdam,SR,5.8833,-55.0833,82.4,74,40,9.22
560,Romny,UA,50.751,33.4747,5.94,93,100,3.53
561,Coihueco,CL,-36.6167,-71.8333,71.6,64,40,12.66
562,Matadi,CD,-5.8167,13.45,77.07,90,100,4.23
563,Vallenar,CL,-28.5708,-70.7581,65.75,56,0,3.65
564,Dawei,MM,14.0833,98.2,69.57,69,1,2.57
565,Suez,EG,29.9737,32.5263,59.29,55,28,3.4
566,Strezhevoy,RU,60.7333,77.5889,10.4,85,75,13.42
567,Vetlanda,SE,57.4289,15.0776,19.0,93,75,9.22
568,Umm Kaddadah,SD,13.6017,26.6876,61.45,30,0,14.45
569,Lokoja,NG,7.8024,6.743,80.28,17,100,3.02
570,Geraldton,AU,-28.7667,114.6,71.6,73,75,13.8
571,Richards Bay,ZA,-28.783,32.0377,74.88,93,93,5.14
572,Carballo,ES,43.213,-8.691,48.99,95,100,3.0
573,Amapa,BR,1.0,-52.0,73.0,98,100,3.53
574,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,75.24,89,85,1.43
575,Abakaliki,NG,6.3163,8.1169,77.0,50,92,5.75
576,Paso De Los Toros,UY,-32.8167,-56.5167,76.3,42,0,3.18
577,Jacareacanga,BR,-6.2222,-57.7528,75.11,94,100,0.81
578,Upington,ZA,-28.4478,21.2561,78.8,36,0,11.5
579,Salinopolis,BR,-0.6136,-47.3561,78.53,88,78,10.69
580,Oranjestad,AW,12.524,-70.027,78.8,78,20,19.57
581,Sakakah,SA,29.9697,40.2064,48.2,81,0,3.36
582,Mormugao,IN,15.4,73.8,75.2,46,51,10.36
583,Riyadh,SA,24.6877,46.7219,57.2,72,0,9.22
584,Saint-Francois,FR,46.4154,3.9054,37.99,87,90,5.75
585,Nadvoitsy,RU,63.8667,34.3167,0.1,92,68,5.73
586,Mae Hong Son,TH,19.3003,97.9685,61.66,87,77,0.6
587,Vapi,IN,20.3718,72.9049,68.49,33,0,4.63
588,Quatre Cocos,MU,-20.2078,57.7625,78.8,83,40,5.75
589,Husavik,IS,66.0449,-17.3389,32.0,74,90,5.75
590,Guaimaro,CU,21.05,-77.35,71.6,94,75,1.14
591,Karlskrona,SE,56.1616,15.5866,21.2,100,40,11.5
592,Banes,CU,20.9625,-75.7186,80.6,74,20,12.66
593,Souris,CA,49.6172,-100.2612,-16.6,58,20,17.27
594,Kikwit,CD,-5.041,18.8162,72.66,85,90,1.9
595,Baherden,TM,38.4362,57.4316,53.92,64,100,5.48
596,Josanicka Banja,RS,43.3895,20.7503,46.4,71,0,3.44
597,Tasgaon,IN,17.0333,74.6,65.98,35,76,10.65
598,Pavagada,IN,14.1,77.2667,61.9,59,100,5.17
599,Kaputa,ZM,-8.4689,29.6619,70.72,79,100,2.95
600,Bojnurd,IR,37.4747,57.329,50.0,81,90,4.61
601,Mitu,CO,1.1983,-70.1733,74.43,97,83,1.83
602,Malakal,SS,9.5334,31.6605,68.29,23,56,6.89
603,Gobabis,NA,-22.45,18.9667,66.52,80,11,11.74
604,Ayia Galini,GR,35.1,24.6833,64.99,67,100,9.4
605,Russkaya Polyana,UA,49.417,31.9201,11.14,95,100,10.4
606,Diffa,NE,13.3154,12.6113,66.45,23,1,9.6
607,Nuoro,IT,40.3211,9.3297,53.6,66,0,8.05
608,Oktyabrskiy,RU,54.4815,53.471,-6.54,88,100,14.47
609,Tutoia,BR,-2.7619,-42.2744,79.92,86,24,8.14
610,Obigarm,TJ,38.7173,69.7088,42.26,63,100,6.08
611,Nokaneng,BW,-19.6667,22.2667,68.43,92,100,13.76
612,Adiake,CI,5.2863,-3.304,82.4,94,63,9.22
613,Buritis,BR,-15.6178,-46.4233,69.98,89,100,7.63
614,Kortkeros,RU,61.8106,51.5806,-18.4,76,90,8.95
615,Scarborough,GB,54.2797,-0.4044,34.0,66,100,8.99
616,Mogadishu,SO,2.0371,45.3438,77.32,81,17,23.02
617,Turmalina,BR,-17.2856,-42.73,67.06,97,100,4.36
618,Piacabucu,BR,-10.4056,-36.4344,78.84,77,74,13.51
619,Basar,IN,27.9833,94.6667,53.6,94,40,3.44
620,Ilabaya,PE,-17.4208,-70.5133,68.79,64,96,4.47
621,Agirish,RU,61.9247,63.0231,-13.18,90,100,7.72
622,Haukipudas,FI,65.1765,25.3523,-0.4,85,0,4.61
623,Kidal,ML,18.4411,1.4078,67.8,25,97,11.3
624,Orikum,AL,40.3253,19.4714,61.14,62,73,30.24
625,Aktau,KZ,43.65,51.2,28.4,69,40,11.18
626,Pangody,RU,65.85,74.4859,2.8,94,100,15.23
627,Gryazovets,RU,58.88,40.2525,-19.57,88,28,7.14
628,Rawson,AR,-43.3002,-65.1023,59.13,59,7,14.61
629,Pasighat,IN,28.0667,95.3333,56.43,45,0,2.71
630,Bam,IR,29.106,58.357,57.2,35,12,11.1
631,Longonjo,AO,-12.9067,15.2533,64.09,78,100,4.52
632,Ayolas,PY,-27.4,-56.9,72.91,61,0,2.24
633,Nicoya,CR,10.1483,-85.452,87.8,45,0,19.57
634,Mezen,RU,65.8522,44.24,-20.4,88,76,5.7
635,Nanyamba,TZ,-10.6833,39.8333,73.0,98,100,3.2
636,Tahoua,NE,14.8888,5.2692,73.11,15,100,11.54
637,Loiza,PR,18.4313,-65.8802,80.6,78,20,12.66
638,Kamenka,RU,51.3223,42.7678,-8.07,91,12,9.01
639,Luziania,BR,-16.2525,-47.9503,68.0,94,75,2.3
640,Awjilah,LY,29.1081,21.2869,68.04,24,100,18.28
641,Ludwigslust,DE,53.3167,11.5,25.0,67,100,17.0
642,Kenda,IN,23.2,86.5333,56.44,61,0,7.49
643,Dasoguz,TM,41.8363,59.9666,39.2,87,0,6.91
644,Maridi,SS,4.9158,29.4742,66.54,27,80,3.24
645,Rio Grande,BR,-32.035,-52.0986,70.0,73,0,10.18
646,Sorland,NO,67.667,12.6934,35.82,80,61,10.07
647,Olinda,BR,-8.0089,-34.8553,80.6,69,40,8.05
648,Garowe,SO,8.4054,48.4845,66.36,86,3,7.52
649,Balykshi,KZ,47.0667,51.8667,6.8,78,0,8.95
650,Vangaindrano,MG,-23.35,47.6,76.1,92,82,5.5
651,Manoel Urbano,BR,-8.8389,-69.2597,76.28,95,96,2.55
652,Abu Kamal,SY,34.4506,40.9171,56.16,59,0,6.29
653,Voyvozh,RU,62.892,54.9635,-24.7,86,100,9.53
654,Antofagasta,CL,-23.65,-70.4,68.0,77,20,13.8
655,Koumra,TD,8.9126,17.5539,70.11,19,72,5.21
656,Bhag,PK,29.0415,67.8239,60.4,30,16,2.44
657,Musselburgh,GB,55.9417,-3.0499,34.0,69,0,14.97
658,Derzhavinsk,KZ,51.1,66.3167,12.43,96,100,5.99
659,Ulvik,NO,60.5672,6.9187,8.01,83,0,5.46
660,Ruwi,OM,23.5996,58.5507,68.0,68,0,3.44
661,Yumen,CN,40.2833,97.2,27.63,75,81,7.54
662,Yaviza,PA,8.1537,-77.6931,79.57,78,51,3.51
663,Gravdal,NO,68.1214,13.5031,32.52,89,57,9.19
664,Machachi,EC,-0.5,-78.5667,64.4,55,75,17.27
665,Bhadohi,IN,25.4167,82.5667,49.89,59,0,4.74
666,Roros,NO,62.5747,11.3842,3.2,85,90,3.44
667,Tabas,IR,33.5959,56.9244,53.92,51,88,2.39
668,Abong Mbang,CM,3.9833,13.1833,70.68,66,98,3.02
669,Roald,NO,62.5833,6.1333,23.0,54,0,12.66
670,Teya,RU,60.3778,92.6267,16.59,93,69,10.29
671,Quimperle,FR,47.8667,-3.55,36.0,87,90,9.22
672,Storforshei,NO,66.4043,14.5233,12.0,86,9,1.77
673,Novoseleznevo,RU,55.6821,69.2056,5.11,94,96,13.13
674,Kaliua,TZ,-5.0606,31.7936,68.63,89,100,2.17
675,Mandera,KE,3.9366,41.867,76.68,59,59,14.85
676,Timmins,CA,48.4669,-81.3331,-2.2,71,20,2.3
677,Dvinskoy,RU,62.1535,45.1175,-21.75,84,94,8.34
678,Bushehr,IR,28.9684,50.8385,62.65,75,0,9.75
679,Sargur,IN,11.9833,76.4167,60.04,64,87,4.65
680,Mitsamiouli,KM,-11.3847,43.2844,82.71,74,92,7.63
681,Karasjok,NO,69.4719,25.5112,19.4,73,40,11.5
682,San Rafael Del Sur,NI,11.8485,-86.4384,89.6,43,20,11.5
683,Asyut,EG,27.181,31.1837,55.4,71,0,5.75
684,Oulainen,FI,64.2667,24.8,18.0,89,21,4.0
685,Ushtobe,KZ,45.2514,77.9838,32.81,92,100,5.95
686,Ihosy,MG,-22.4,46.1167,68.63,90,100,1.7
